Target_genes	DNMT1|Average	SRX3148637|HBEC3-KT	SRX3148642|HBEC3-KT	SRX3148647|HBEC3-KT	SRX3148652|HBEC3-KT	SRX10478478|Hep_G2	SRX10478479|Hep_G2	SRX2424698|K-562	SRX2424699|K-562	SRX156110|NCCIT	SRX156118|NCCIT	SRX1021632|PC-3	SRX1021633|PC-3	STRING
NOB1	32.000000	0	0	0	0	218	166	0	0	0	0	0	0	0
GEMIN5	32.000000	0	0	0	0	160	224	0	0	0	0	0	0	0
FAM228B	32.000000	0	0	0	0	164	220	0	0	0	0	0	0	0
SELENOH	31.916667	0	0	0	0	92	103	92	96	0	0	0	0	0
MTFR2	31.916667	0	0	0	0	81	96	0	206	0	0	0	0	0
BUD13	31.916667	0	0	0	0	208	175	0	0	0	0	0	0	0
ZC3H6	31.833333	0	0	0	0	171	211	0	0	0	0	0	0	0
EIF2S2	31.666667	0	0	0	0	121	259	0	0	0	0	0	0	0
EEF2K	31.666667	0	0	0	0	189	191	0	0	0	0	0	0	0
BMS1	31.666667	0	0	0	0	222	158	0	0	0	0	0	0	0
ATAD2B	31.666667	0	0	0	0	161	219	0	0	0	0	0	0	0
ZNF341	31.583333	0	0	0	0	191	188	0	0	0	0	0	0	0
WRNIP1	31.583333	0	0	0	0	151	228	0	0	0	0	0	0	0
NDUFA10	31.583333	0	0	0	0	207	172	0	0	0	0	0	0	0
MRPL17	31.583333	0	0	0	0	222	157	0	0	0	0	0	0	0
CEP68	31.583333	0	0	0	0	184	195	0	0	0	0	0	0	0
B3GAT2	31.583333	0	0	0	0	220	159	0	0	0	0	0	0	0
ZSWIM7	31.500000	0	0	0	0	190	188	0	0	0	0	0	0	0
ZFYVE9	31.500000	0	0	0	0	181	197	0	0	0	0	0	0	0
XYLB	31.500000	0	0	0	0	192	186	0	0	0	0	0	0	0
TTC19	31.500000	0	0	0	0	190	188	0	0	0	0	0	0	0
TMEM169	31.500000	0	0	0	0	153	225	0	0	0	0	0	0	0
TARS3	31.500000	0	0	0	0	168	210	0	0	0	0	0	0	0
SNX14	31.500000	0	0	0	0	143	235	0	0	0	0	0	0	0
PECR	31.500000	0	0	0	0	153	225	0	0	0	0	0	0	0
GCFC2	31.500000	0	0	0	0	195	183	0	0	0	0	0	0	0
TMEM230	31.416667	0	0	0	0	175	202	0	0	0	0	0	0	0
ROMO1	31.416667	0	0	0	0	185	192	0	0	0	0	0	0	0
RNMT	31.416667	0	0	0	0	229	148	0	0	0	0	0	0	0
RABL2B	31.416667	0	0	0	0	229	148	0	0	0	0	0	0	0
NFS1	31.416667	0	0	0	0	185	192	0	0	0	0	0	0	0
FAM210A	31.416667	0	0	0	0	229	148	0	0	0	0	0	0	0
CEP192	31.416667	0	0	0	0	233	144	0	0	0	0	0	0	0
PHOSPHO2	31.333333	0	0	0	0	133	243	0	0	0	0	0	0	0
KIF16B	31.333333	0	0	0	0	193	183	0	0	0	0	0	0	0
ERN1	31.333333	0	0	0	0	134	242	0	0	0	0	0	0	0
EFCAB13	31.333333	0	0	0	0	201	175	0	0	0	0	0	0	0
CCDC173	31.333333	0	0	0	0	133	243	0	0	0	0	0	0	0
FAM133B	31.250000	0	0	0	0	153	222	0	0	0	0	0	0	0
COQ7	31.250000	0	0	0	0	159	216	0	0	0	0	0	0	0
MRPL39	31.166667	0	0	0	0	168	206	0	0	0	0	0	0	0
MPHOSPH10	31.166667	0	0	0	0	175	199	0	0	0	0	0	0	0
MCEE	31.166667	0	0	0	0	175	199	0	0	0	0	0	0	0
COMMD2	31.166667	0	0	0	0	173	201	0	0	0	0	0	0	0
CERS6	31.166667	0	0	0	0	160	214	0	0	0	0	0	0	0
C16orf72	31.166667	0	0	0	0	207	167	0	0	0	0	0	0	0
ABCA3	31.166667	0	0	0	0	202	172	0	0	0	0	0	0	0
PELI1	31.000000	0	0	0	0	147	225	0	0	0	0	0	0	0
GCA	31.000000	0	0	0	0	185	187	0	0	0	0	0	0	0
MTMR2	30.916667	0	0	0	0	90	281	0	0	0	0	0	0	0
GMDS	30.916667	0	0	0	0	167	204	0	0	0	0	0	0	0
DDX42	30.916667	0	0	0	0	161	210	0	0	0	0	0	0	0
CCDC47	30.916667	0	0	0	0	161	210	0	0	0	0	0	0	0
VARS1	30.833333	0	0	0	0	179	191	0	0	0	0	0	0	0
TMEM18	30.833333	0	0	0	0	186	184	0	0	0	0	0	0	0
SMIM26	30.833333	0	0	0	0	120	250	0	0	0	0	0	0	0
SLC25A40	30.833333	0	0	0	0	161	209	0	0	0	0	0	0	0
DUS2	30.833333	0	0	0	0	187	183	0	0	0	0	0	0	0
DDX28	30.833333	0	0	0	0	187	183	0	0	0	0	0	0	0
DBF4	30.833333	0	0	0	0	161	209	0	0	0	0	0	0	0
CCNL1	30.833333	0	0	0	0	181	189	0	0	0	0	0	0	0
ZFP1	30.750000	0	0	0	0	149	220	0	0	0	0	0	0	0
SLC7A6OS	30.750000	0	0	0	0	170	199	0	0	0	0	0	0	0
RALGAPA1	30.750000	0	0	0	0	179	190	0	0	0	0	0	0	0
PRMT7	30.750000	0	0	0	0	170	199	0	0	0	0	0	0	0
GINS1	30.750000	0	0	0	0	179	190	0	0	0	0	0	0	0
BPTF	30.750000	0	0	0	0	181	188	0	0	0	0	0	0	0
PHF20	30.666667	0	0	0	0	174	194	0	0	0	0	0	0	0
COPS8	30.666667	0	0	0	0	185	183	0	0	0	0	0	0	0
RPL6	30.583333	0	0	0	0	220	147	0	0	0	0	0	0	0
PTPN11	30.583333	0	0	0	0	220	147	0	0	0	0	0	0	0
AGPS	30.583333	0	0	0	0	126	241	0	0	0	0	0	0	0
SERINC3	30.500000	0	0	0	0	159	207	0	0	0	0	0	0	0
ORC2	30.500000	0	0	0	0	141	225	0	0	0	0	0	0	0
TRDMT1	30.416667	0	0	0	0	181	184	0	0	0	0	0	0	0
SF3B5	30.416667	0	0	0	0	73	170	122	0	0	0	0	0	0
P4HA1	30.416667	0	0	0	0	157	208	0	0	0	0	0	0	0
CMTR2	30.416667	0	0	0	0	192	173	0	0	0	0	0	0	0
ZCCHC7	30.333333	0	0	0	0	130	234	0	0	0	0	0	0	0
TMEM41A	30.333333	0	0	0	0	164	200	0	0	0	0	0	0	0
MCUR1	30.333333	0	0	0	0	108	256	0	0	0	0	0	0	0
KLHL20	30.333333	0	0	0	0	153	89	122	0	0	0	0	0	0
GGACT	30.333333	0	0	0	0	142	222	0	0	0	0	0	0	0
DNAJC19	30.333333	0	0	0	0	168	196	0	0	0	0	0	0	0
CMTR1	30.333333	0	0	0	0	172	192	0	0	0	0	0	0	0
CAB39	30.333333	0	0	0	0	210	154	0	0	0	0	0	0	0
ASCC3	30.333333	0	0	0	0	192	172	0	0	0	0	0	0	0
TCTN3	30.250000	0	0	0	0	155	208	0	0	0	0	0	0	0
ITGAV	30.250000	0	0	0	0	206	157	0	0	0	0	0	0	0
DPH7	30.250000	0	0	0	0	212	151	0	0	0	0	0	0	0
SLC24A1	30.166667	0	0	0	0	155	207	0	0	0	0	0	0	0
RMND5A	30.166667	0	0	0	0	199	163	0	0	0	0	0	0	0
MTHFS	30.166667	0	0	0	0	156	206	0	0	0	0	0	0	0
MBIP	30.166667	0	0	0	0	154	208	0	0	0	0	0	0	0
INTS14	30.166667	0	0	0	0	155	207	0	0	0	0	0	0	0
FMNL3	30.166667	0	0	0	0	166	196	0	0	0	0	0	0	0
DNAJC11	30.166667	0	0	0	0	181	181	0	0	0	0	0	0	0
TOMM22	30.083333	0	0	0	0	141	220	0	0	0	0	0	0	0
TM9SF1	30.083333	0	0	0	0	153	208	0	0	0	0	0	0	0
CCNC	30.083333	0	0	0	0	227	134	0	0	0	0	0	0	0
ZNF721	30.000000	0	0	0	0	202	158	0	0	0	0	0	0	0
TPH2	30.000000	0	0	0	0	167	193	0	0	0	0	0	0	0
PIGG	30.000000	0	0	0	0	202	158	0	0	0	0	0	0	0
MRPS5	30.000000	0	0	0	0	180	180	0	0	0	0	0	0	0
ERCC4	30.000000	0	0	0	0	138	222	0	0	0	0	0	0	0
EDEM2	30.000000	0	0	0	0	202	158	0	0	0	0	0	0	0
FBXO4	29.916667	0	0	0	0	174	185	0	0	0	0	0	0	0
EAPP	29.916667	0	0	0	0	209	150	0	0	0	0	0	0	0
PSMD6	29.833333	0	0	0	0	165	193	0	0	0	0	0	0	0
CCDC138	29.833333	0	0	0	0	143	215	0	0	0	0	0	0	0
AKAP9	29.833333	0	0	0	0	207	151	0	0	0	0	0	0	0
AARS2	29.833333	0	0	0	0	210	148	0	0	0	0	0	0	0
SYP	29.750000	0	0	0	0	213	144	0	0	0	0	0	0	0
DDX18	29.750000	0	0	0	0	141	216	0	0	0	0	0	0	0
AURKAIP1	29.750000	0	0	0	0	176	181	0	0	0	0	0	0	0
ZSCAN9	29.666667	0	0	0	0	178	178	0	0	0	0	0	0	0
SRSF6	29.666667	0	0	0	0	147	209	0	0	0	0	0	0	0
RPS6	29.666667	0	0	0	0	169	187	0	0	0	0	0	0	0
PSMD3	29.666667	0	0	0	0	184	172	0	0	0	0	0	0	0
CLTC	29.666667	0	0	0	0	139	217	0	0	0	0	0	0	0
ABCC5	29.666667	0	0	0	0	151	205	0	0	0	0	0	0	0
TDRD7	29.583333	0	0	0	0	147	208	0	0	0	0	0	0	0
KATNA1	29.583333	0	0	0	0	141	214	0	0	0	0	0	0	0
USP40	29.500000	0	0	0	0	151	203	0	0	0	0	0	0	0
TRMT6	29.500000	0	0	0	0	176	178	0	0	0	0	0	0	0
NDUFC2-KCTD14	29.500000	0	0	0	0	177	177	0	0	0	0	0	0	0
NDUFC2	29.500000	0	0	0	0	177	177	0	0	0	0	0	0	0
MCM8	29.500000	0	0	0	0	176	178	0	0	0	0	0	0	0
GMNN	29.500000	0	0	0	0	179	175	0	0	0	0	0	0	0
WASHC2C	29.416667	0	0	0	0	202	151	0	0	0	0	0	0	0
RNF146	29.416667	0	0	0	0	168	185	0	0	0	0	0	0	0
H3C3	29.416667	0	0	0	0	150	203	0	0	0	0	0	0	0
CALM2	29.416667	0	0	0	0	140	213	0	0	0	0	0	0	0
PGRMC2	29.333333	0	0	0	0	161	191	0	0	0	0	0	0	0
MCOLN1	29.333333	0	0	0	0	133	115	104	0	0	0	0	0	0
KIFC1	29.333333	0	0	0	0	178	174	0	0	0	0	0	0	0
WDR43	29.250000	0	0	0	0	143	208	0	0	0	0	0	0	0
TTC30B	29.250000	0	0	0	0	139	129	83	0	0	0	0	0	0
SLC25A51	29.250000	0	0	0	0	172	179	0	0	0	0	0	0	0
RPS15A	29.250000	0	0	0	0	176	175	0	0	0	0	0	0	0
PCMTD2	29.250000	0	0	0	0	172	179	0	0	0	0	0	0	0
GRIA2	29.250000	0	0	0	0	203	148	0	0	0	0	0	0	0
ANKEF1	29.250000	0	0	0	0	106	245	0	0	0	0	0	0	0
STEAP1	29.166667	0	0	0	0	182	168	0	0	0	0	0	0	0
RBBP9	29.166667	0	0	0	0	171	179	0	0	0	0	0	0	0
ABCB6	29.166667	0	0	0	0	177	173	0	0	0	0	0	0	0
ZNF638	29.083333	0	0	0	0	197	152	0	0	0	0	0	0	0
ZNF593	29.083333	0	0	0	0	164	185	0	0	0	0	0	0	0
C1orf232	29.083333	0	0	0	0	164	185	0	0	0	0	0	0	0
AJUBA	29.083333	0	0	0	0	142	118	89	0	0	0	0	0	0
ABCA5	29.083333	0	0	0	0	179	170	0	0	0	0	0	0	0
PPP1CB	29.000000	0	0	0	0	163	185	0	0	0	0	0	0	0
PDZD9	29.000000	0	0	0	0	204	144	0	0	0	0	0	0	0
NUS1	29.000000	0	0	0	0	141	207	0	0	0	0	0	0	0
L3HYPDH	29.000000	0	0	0	0	91	257	0	0	0	0	0	0	0
JKAMP	29.000000	0	0	0	0	91	257	0	0	0	0	0	0	0
TMEM14A	28.916667	0	0	0	0	164	183	0	0	0	0	0	0	0
RNF141	28.916667	0	0	0	0	119	228	0	0	0	0	0	0	0
PCK2	28.916667	0	0	0	0	180	167	0	0	0	0	0	0	0
MYO1B	28.916667	0	0	0	0	182	165	0	0	0	0	0	0	0
DSN1	28.833333	0	0	0	0	134	212	0	0	0	0	0	0	0
TMX1	28.750000	0	0	0	0	163	182	0	0	0	0	0	0	0
MIA2	28.750000	0	0	0	0	197	148	0	0	0	0	0	0	0
FANCL	28.750000	0	0	0	0	156	189	0	0	0	0	0	0	0
FAM83D	28.750000	0	0	0	0	138	207	0	0	0	0	0	0	0
CALM1	28.750000	0	0	0	0	155	190	0	0	0	0	0	0	0
VCPKMT	28.666667	0	0	0	0	152	192	0	0	0	0	0	0	0
RWDD3	28.666667	0	0	0	0	155	189	0	0	0	0	0	0	0
RNF130	28.666667	0	0	0	0	170	174	0	0	0	0	0	0	0
PFN4	28.666667	0	0	0	0	124	220	0	0	0	0	0	0	0
MRPS35	28.666667	0	0	0	0	169	175	0	0	0	0	0	0	0
H4C11	28.666667	0	0	0	0	172	172	0	0	0	0	0	0	0
GPCPD1	28.666667	0	0	0	0	122	222	0	0	0	0	0	0	0
GGA2	28.666667	0	0	0	0	170	174	0	0	0	0	0	0	0
FGFBP3	28.666667	0	0	0	0	167	177	0	0	0	0	0	0	0
EFTUD2	28.666667	0	0	0	0	149	195	0	0	0	0	0	0	0
CCDC103	28.666667	0	0	0	0	149	195	0	0	0	0	0	0	0
TFPT	28.583333	0	0	0	0	0	78	136	129	0	0	0	0	0
TBCD	28.583333	0	0	0	0	228	115	0	0	0	0	0	0	0
SEC13	28.583333	0	0	0	0	210	133	0	0	0	0	0	0	0
PRPF31	28.583333	0	0	0	0	0	78	136	129	0	0	0	0	0
NDUFAB1	28.583333	0	0	0	0	161	182	0	0	0	0	0	0	0
KCTD5	28.583333	0	0	0	0	190	153	0	0	0	0	0	0	0
FUS	28.583333	0	0	0	0	145	198	0	0	0	0	0	0	0
FOXJ3	28.583333	0	0	0	0	189	154	0	0	0	0	0	0	0
ATXN1L	28.583333	0	0	0	0	180	163	0	0	0	0	0	0	0
YWHAB	28.500000	0	0	0	0	209	133	0	0	0	0	0	0	0
PINX1	28.500000	0	0	0	0	104	238	0	0	0	0	0	0	0
OSBPL8	28.500000	0	0	0	0	144	198	0	0	0	0	0	0	0
MPHOSPH6	28.500000	0	0	0	0	189	153	0	0	0	0	0	0	0
DCLRE1B	28.500000	0	0	0	0	87	255	0	0	0	0	0	0	0
AP4B1	28.500000	0	0	0	0	87	255	0	0	0	0	0	0	0
RPS3A	28.416667	0	0	0	0	163	178	0	0	0	0	0	0	0
RMDN2	28.416667	0	0	0	0	172	169	0	0	0	0	0	0	0
MRPL58	28.416667	0	0	0	0	165	176	0	0	0	0	0	0	0
MAT2A	28.416667	0	0	0	0	162	179	0	0	0	0	0	0	0
KNOP1	28.416667	0	0	0	0	146	195	0	0	0	0	0	0	0
ERCC1	28.416667	0	0	0	0	93	0	0	0	0	0	248	0	0
TRIAP1	28.333333	0	0	0	0	206	134	0	0	0	0	0	0	0
HES6	28.333333	0	0	0	0	155	185	0	0	0	0	0	0	0
ZNF248	28.250000	0	0	0	0	157	182	0	0	0	0	0	0	0
SLC13A3	28.250000	0	0	0	0	178	161	0	0	0	0	0	0	0
SCGN	28.250000	0	0	0	0	175	164	0	0	0	0	0	0	0
P2RX6	28.250000	0	0	0	0	0	0	224	115	0	0	0	0	0
EIF2D	28.250000	0	0	0	0	174	165	0	0	0	0	0	0	0
WDSUB1	28.166667	0	0	0	0	155	183	0	0	0	0	0	0	0
SDR39U1	28.166667	0	0	0	0	138	200	0	0	0	0	0	0	0
SAYSD1	28.166667	0	0	0	0	218	120	0	0	0	0	0	0	0
RPLP1	28.166667	0	0	0	0	169	169	0	0	0	0	0	0	0
RAD50	28.166667	0	0	0	0	136	202	0	0	0	0	0	0	0
MAN1A1	28.166667	0	0	0	0	166	172	0	0	0	0	0	0	0
DMAP1	28.166667	0	0	0	0	179	159	0	0	0	0	0	0	0
SRSF2	28.083333	0	0	0	0	159	178	0	0	0	0	0	0	0
RPL37A	28.083333	0	0	0	0	113	224	0	0	0	0	0	0	0
NUDT15	28.083333	0	0	0	0	157	180	0	0	0	0	0	0	0
NCOA3	28.083333	0	0	0	0	175	162	0	0	0	0	0	0	0
MFSD11	28.083333	0	0	0	0	159	178	0	0	0	0	0	0	0
FBXO33	28.083333	0	0	0	0	129	208	0	0	0	0	0	0	0
TM9SF4	28.000000	0	0	0	0	85	117	134	0	0	0	0	0	0
GARS1	28.000000	0	0	0	0	170	166	0	0	0	0	0	0	0
CTNNB1	28.000000	0	0	0	0	130	206	0	0	0	0	0	0	0
C6orf226	28.000000	0	0	0	0	155	181	0	0	0	0	0	0	0
C14orf119	28.000000	0	0	0	0	90	246	0	0	0	0	0	0	0
ZNF219	27.916667	0	0	0	0	199	136	0	0	0	0	0	0	0
SRPRB	27.916667	0	0	0	0	162	173	0	0	0	0	0	0	0
SPTSSA	27.916667	0	0	0	0	128	207	0	0	0	0	0	0	0
SETD9	27.916667	0	0	0	0	107	228	0	0	0	0	0	0	0
PIP4P2	27.916667	0	0	0	0	60	124	0	0	0	0	151	0	0
NT5DC1	27.916667	0	0	0	0	140	195	0	0	0	0	0	0	0
NCK1	27.916667	0	0	0	0	145	190	0	0	0	0	0	0	0
CPPED1	27.916667	0	0	0	0	152	183	0	0	0	0	0	0	0
ARL6	27.916667	0	0	0	0	158	177	0	0	0	0	0	0	0
NET1	27.833333	0	0	0	0	129	205	0	0	0	0	0	0	0
EVI5	27.833333	0	0	0	0	136	198	0	0	0	0	0	0	0
DSTN	27.833333	0	0	0	0	130	204	0	0	0	0	0	0	0
BFSP1	27.833333	0	0	0	0	130	204	0	0	0	0	0	0	0
RTTN	27.750000	0	0	0	0	139	194	0	0	0	0	0	0	0
PHF19	27.750000	0	0	0	0	0	69	133	131	0	0	0	0	0
H4C3	27.750000	0	0	0	0	101	143	89	0	0	0	0	0	0
ATIC	27.750000	0	0	0	0	120	213	0	0	0	0	0	0	0
PARD6B	27.666667	0	0	0	0	133	199	0	0	0	0	0	0	0
KCNH1	27.666667	0	0	0	0	184	148	0	0	0	0	0	0	0
DRG2	27.666667	0	0	0	0	125	207	0	0	0	0	0	0	0
CCDC59	27.666667	0	0	0	0	167	165	0	0	0	0	0	0	0
TRAF6	27.583333	0	0	0	0	118	213	0	0	0	0	0	0	0
TBRG4	27.583333	0	0	0	0	146	185	0	0	0	0	0	0	0
SUMF2	27.583333	0	0	0	0	149	182	0	0	0	0	0	0	0
RAG1	27.583333	0	0	0	0	118	213	0	0	0	0	0	0	0
H2BC17	27.583333	0	0	0	0	170	161	0	0	0	0	0	0	0
H2AC17	27.583333	0	0	0	0	170	161	0	0	0	0	0	0	0
FTCDNL1	27.583333	0	0	0	0	90	241	0	0	0	0	0	0	0
ASNSD1	27.583333	0	0	0	0	103	228	0	0	0	0	0	0	0
ASDURF	27.583333	0	0	0	0	103	228	0	0	0	0	0	0	0
TSN	27.500000	0	0	0	0	149	181	0	0	0	0	0	0	0
OXA1L	27.500000	0	0	0	0	158	172	0	0	0	0	0	0	0
MMADHC	27.500000	0	0	0	0	121	209	0	0	0	0	0	0	0
DEF6	27.500000	0	0	0	0	146	184	0	0	0	0	0	0	0
CBWD2	27.500000	0	0	0	0	166	164	0	0	0	0	0	0	0
AMMECR1L	27.500000	0	0	0	0	108	222	0	0	0	0	0	0	0
SECISBP2	27.416667	0	0	0	0	154	175	0	0	0	0	0	0	0
PRICKLE4	27.416667	0	0	0	0	186	143	0	0	0	0	0	0	0
ORC4	27.416667	0	0	0	0	193	136	0	0	0	0	0	0	0
MBD5	27.416667	0	0	0	0	193	136	0	0	0	0	0	0	0
FRS3	27.416667	0	0	0	0	186	143	0	0	0	0	0	0	0
XRN2	27.333333	0	0	0	0	129	199	0	0	0	0	0	0	0
TCAF2	27.333333	0	0	0	0	182	146	0	0	0	0	0	0	0
SNX5	27.333333	0	0	0	0	135	193	0	0	0	0	0	0	0
SGF29	27.333333	0	0	0	0	129	199	0	0	0	0	0	0	0
MGME1	27.333333	0	0	0	0	135	193	0	0	0	0	0	0	0
WDR45B	27.250000	0	0	0	0	217	110	0	0	0	0	0	0	0
TTC23L	27.250000	0	0	0	0	164	163	0	0	0	0	0	0	0
TBL3	27.250000	0	0	0	0	143	184	0	0	0	0	0	0	0
RPL37	27.250000	0	0	0	0	153	174	0	0	0	0	0	0	0
NFKBIA	27.250000	0	0	0	0	139	188	0	0	0	0	0	0	0
KDM3A	27.250000	0	0	0	0	138	189	0	0	0	0	0	0	0
CCT2	27.250000	0	0	0	0	132	195	0	0	0	0	0	0	0
ARL8B	27.250000	0	0	0	0	167	160	0	0	0	0	0	0	0
XPO5	27.166667	0	0	0	0	139	187	0	0	0	0	0	0	0
POLH	27.166667	0	0	0	0	139	187	0	0	0	0	0	0	0
NDUFAF6	27.166667	0	0	0	0	165	161	0	0	0	0	0	0	0
IL1RAP	27.166667	0	0	0	0	123	203	0	0	0	0	0	0	0
FAM110A	27.166667	0	0	0	0	88	238	0	0	0	0	0	0	0
ERCC5	27.166667	0	0	0	0	148	178	0	0	0	0	0	0	0
EIF3CL	27.166667	0	0	0	0	185	141	0	0	0	0	0	0	0
EIF3C	27.166667	0	0	0	0	185	141	0	0	0	0	0	0	0
ANKRD36B	27.166667	0	0	0	0	132	194	0	0	0	0	0	0	0
SARAF	27.083333	0	0	0	0	185	140	0	0	0	0	0	0	0
RIF1	27.083333	0	0	0	0	151	174	0	0	0	0	0	0	0
GNPNAT1	27.083333	0	0	0	0	183	142	0	0	0	0	0	0	0
FIGNL1	27.083333	0	0	0	0	175	150	0	0	0	0	0	0	0
ESCO1	27.083333	0	0	0	0	125	200	0	0	0	0	0	0	0
STAG1	27.000000	0	0	0	0	178	146	0	0	0	0	0	0	0
SPTLC2	27.000000	0	0	0	0	182	142	0	0	0	0	0	0	0
LOC100287896	27.000000	0	0	0	0	172	152	0	0	0	0	0	0	0
LIPT2	27.000000	0	0	0	0	172	152	0	0	0	0	0	0	0
KLHL12	27.000000	0	0	0	0	158	166	0	0	0	0	0	0	0
CPSF1	27.000000	0	0	0	0	214	110	0	0	0	0	0	0	0
TRIM44	26.916667	0	0	0	0	108	215	0	0	0	0	0	0	0
SPRYD7	26.916667	0	0	0	0	163	160	0	0	0	0	0	0	0
PGBD2	26.916667	0	0	0	0	156	167	0	0	0	0	0	0	0
MTERF1	26.916667	0	0	0	0	112	211	0	0	0	0	0	0	0
MORN2	26.916667	0	0	0	0	152	171	0	0	0	0	0	0	0
EXD2	26.916667	0	0	0	0	116	207	0	0	0	0	0	0	0
DHX57	26.916667	0	0	0	0	152	171	0	0	0	0	0	0	0
CLTB	26.916667	0	0	0	0	137	186	0	0	0	0	0	0	0
UBE2Q1	26.833333	0	0	0	0	211	111	0	0	0	0	0	0	0
TAB1	26.833333	0	0	0	0	215	107	0	0	0	0	0	0	0
RWDD1	26.833333	0	0	0	0	162	160	0	0	0	0	0	0	0
RNF43	26.833333	0	0	0	0	145	177	0	0	0	0	0	0	0
RBM18	26.833333	0	0	0	0	149	173	0	0	0	0	0	0	0
MRRF	26.833333	0	0	0	0	149	173	0	0	0	0	0	0	0
KIZ	26.833333	0	0	0	0	192	130	0	0	0	0	0	0	0
ERMP1	26.833333	0	0	0	0	138	184	0	0	0	0	0	0	0
ERI1	26.833333	0	0	0	0	151	171	0	0	0	0	0	0	0
COCH	26.833333	0	0	0	0	165	157	0	0	0	0	0	0	0
ASB6	26.833333	0	0	0	0	128	81	113	0	0	0	0	0	0
VWC2L	26.750000	0	0	0	0	92	229	0	0	0	0	0	0	0
USP14	26.750000	0	0	0	0	138	183	0	0	0	0	0	0	0
MKS1	26.750000	0	0	0	0	113	208	0	0	0	0	0	0	0
GEMIN7	26.750000	0	0	0	0	321	0	0	0	0	0	0	0	0
DHRS4	26.750000	0	0	0	0	146	175	0	0	0	0	0	0	0
CRBN	26.750000	0	0	0	0	165	156	0	0	0	0	0	0	0
AIP	26.750000	0	0	0	0	133	188	0	0	0	0	0	0	0
THAP7	26.666667	0	0	0	0	72	0	151	97	0	0	0	0	0
LAMTOR5	26.666667	0	0	0	0	188	132	0	0	0	0	0	0	0
FAM98B	26.666667	0	0	0	0	146	174	0	0	0	0	0	0	0
DCAF8	26.666667	0	0	0	0	122	198	0	0	0	0	0	0	0
TTI1	26.583333	0	0	0	0	0	161	0	0	0	0	158	0	0
RPRD1B	26.583333	0	0	0	0	0	161	0	0	0	0	158	0	0
PMS1	26.583333	0	0	0	0	111	208	0	0	0	0	0	0	0
ORMDL1	26.583333	0	0	0	0	111	208	0	0	0	0	0	0	0
UTP3	26.500000	0	0	0	0	203	115	0	0	0	0	0	0	0
STK10	26.500000	0	0	0	0	176	142	0	0	0	0	0	0	0
SNRNP48	26.500000	0	0	0	0	103	215	0	0	0	0	0	0	0
RBL1	26.500000	0	0	0	0	133	185	0	0	0	0	0	0	0
KCTD18	26.500000	0	0	0	0	206	112	0	0	0	0	0	0	0
GTF3A	26.500000	0	0	0	0	118	200	0	0	0	0	0	0	0
ZKSCAN8	26.416667	0	0	0	0	87	230	0	0	0	0	0	0	0
SVOP	26.416667	0	0	0	0	92	225	0	0	0	0	0	0	0
SRFBP1	26.416667	0	0	0	0	96	127	0	0	0	0	0	94	0
SOD1	26.416667	0	0	0	0	156	161	0	0	0	0	0	0	0
SEC62	26.416667	0	0	0	0	173	144	0	0	0	0	0	0	0
FRG1	26.416667	0	0	0	0	150	167	0	0	0	0	0	0	0
AGFG1	26.416667	0	0	0	0	129	188	0	0	0	0	0	0	0
TVP23C	26.333333	0	0	0	0	125	191	0	0	0	0	0	0	0
POLR1B	26.333333	0	0	0	0	99	217	0	0	0	0	0	0	0
NOL10	26.333333	0	0	0	0	161	155	0	0	0	0	0	0	0
HEATR1	26.333333	0	0	0	0	90	226	0	0	0	0	0	0	0
FAM149B1	26.333333	0	0	0	0	176	140	0	0	0	0	0	0	0
ECD	26.333333	0	0	0	0	176	140	0	0	0	0	0	0	0
ARFGAP3	26.333333	0	0	0	0	93	223	0	0	0	0	0	0	0
TEX261	26.250000	0	0	0	0	153	162	0	0	0	0	0	0	0
PUM2	26.250000	0	0	0	0	190	125	0	0	0	0	0	0	0
KDM8	26.250000	0	0	0	0	171	144	0	0	0	0	0	0	0
SRSF7	26.166667	0	0	0	0	183	131	0	0	0	0	0	0	0
R3HCC1	26.166667	0	0	0	0	143	171	0	0	0	0	0	0	0
NOL11	26.166667	0	0	0	0	187	127	0	0	0	0	0	0	0
MARS2	26.166667	0	0	0	0	110	204	0	0	0	0	0	0	0
HINT3	26.166667	0	0	0	0	90	224	0	0	0	0	0	0	0
NAE1	26.083333	0	0	0	0	138	175	0	0	0	0	0	0	0
FNIP1	26.083333	0	0	0	0	122	191	0	0	0	0	0	0	0
CNEP1R1	26.083333	0	0	0	0	172	141	0	0	0	0	0	0	0
ACSF3	26.083333	0	0	0	0	197	116	0	0	0	0	0	0	0
STAT1	26.000000	0	0	0	0	133	179	0	0	0	0	0	0	0
SF3B6	26.000000	0	0	0	0	164	148	0	0	0	0	0	0	0
PIAS1	26.000000	0	0	0	0	96	216	0	0	0	0	0	0	0
MRPS24	26.000000	0	0	0	0	113	199	0	0	0	0	0	0	0
GFM1	26.000000	0	0	0	0	120	192	0	0	0	0	0	0	0
DIABLO	26.000000	0	0	0	0	171	141	0	0	0	0	0	0	0
CHMP7	26.000000	0	0	0	0	121	191	0	0	0	0	0	0	0
PRKAB2	25.916667	0	0	0	0	118	193	0	0	0	0	0	0	0
MRM3	25.916667	0	0	0	0	192	119	0	0	0	0	0	0	0
GLOD4	25.916667	0	0	0	0	192	119	0	0	0	0	0	0	0
GALK2	25.916667	0	0	0	0	142	169	0	0	0	0	0	0	0
