Target_genes	NANOG|Average	SRX13365367|293	SRX13365368|293	SRX13441621|293	SRX13441622|293	SRX5286324|ES_cells	SRX5286325|ES_cells	SRX5286327|ES_cells	SRX5286328|ES_cells	SRX702044|hESC_derived_ectodermal_cells	SRX702037|hESC_derived_mesendodermal_cells	SRX702038|hESC_derived_mesendodermal_cells	SRX702042|hESC_derived_mesendodermal_cells	SRX702043|hESC_derived_mesendodermal_cells	SRX011617|hESC_H1	SRX011618|hESC_H1	SRX017277|hESC_H1	SRX100482|hESC_H1	SRX10448024|hESC_H1	SRX13437668|hESC_H1	SRX13437669|hESC_H1	SRX1303985|hESC_H9	SRX2881137|hESC_H9	SRX2881138|hESC_H9	SRX3288566|hESC_H9	SRX3288567|hESC_H9	SRX6101126|hESC_H9	SRX6101127|hESC_H9	SRX266862|hESC_HUES64	SRX266863|hESC_HUES64	SRX702036|hESC_HUES64	SRX702039|hESC_HUES64	SRX702040|hESC_HUES64	SRX702041|hESC_HUES64	SRX20532160|hESC_HUES8	SRX20532161|hESC_HUES8	SRX11783370|hESC_UCLA2	SRX11783372|hESC_UCLA2	SRX5286326|hESC_WIBR2	SRX5286329|hESC_WIBR2	SRX5457195|iPS_cells	SRX5457196|iPS_cells	SRX1424693|LNCAP	SRX1424694|LNCAP	SRX1424695|LNCAP	SRX1424696|LNCAP	SRX1424697|LNCAP	SRX10445282|Neural_crest_cells	SRX10445290|Neural_crest_cells	SRX10445300|Neural_crest_cells	SRX10445309|Neural_crest_cells	SRX11783374|PGCLC	SRX11783376|PGCLC	STRING
PROM1	352.846154	0	0	0	0	857	151	387	110	0	256	0	182	128	0	0	270	547	1957	202	0	0	350	201	148	140	1429	1300	0	0	0	0	220	170	525	380	0	0	2310	1018	0	0	0	0	0	0	0	999	855	1311	1374	571	0	0
WDHD1	351.288462	295	136	195	0	771	0	1135	561	0	418	0	170	208	0	0	496	723	507	122	309	131	1033	422	276	296	0	0	195	237	199	259	339	277	993	1015	140	254	802	2037	0	0	0	0	94	0	143	716	478	784	938	163	0	0
SOCS4	351.288462	295	136	195	0	771	0	1135	561	0	418	0	170	208	0	0	496	723	507	122	309	131	1033	422	276	296	0	0	195	237	199	259	339	277	993	1015	140	254	802	2037	0	0	0	0	94	0	143	716	478	784	938	163	0	0
WDR74	349.230769	486	508	416	270	670	0	1155	514	124	491	0	0	242	0	0	145	167	378	84	0	0	1625	347	263	229	255	208	521	553	523	539	365	138	211	294	116	423	894	316	173	126	0	0	139	0	0	683	707	1214	1289	359	0	0
ASB8	348.480769	170	619	0	601	0	0	654	174	0	237	0	101	0	0	0	922	394	3364	360	326	0	170	461	515	153	256	256	0	0	0	0	178	193	1728	1944	0	0	802	1050	129	0	0	0	182	0	262	251	290	685	555	139	0	0
KRTAP3-1	347.711538	0	0	0	0	295	0	1608	585	0	734	0	376	388	0	0	134	0	222	264	125	0	912	423	1311	1586	0	0	177	673	175	683	701	348	337	280	0	249	457	341	240	0	0	0	89	0	0	1108	444	729	2087	0	0	0
RAP1A	342.961538	0	0	0	0	630	0	1058	418	0	457	0	217	315	327	323	205	0	1067	164	0	0	677	609	636	1086	723	846	254	435	281	450	396	311	954	948	176	177	1421	239	0	0	0	0	0	0	0	316	373	614	731	0	0	0
PAG1	336.153846	0	0	0	0	116	0	279	119	0	632	0	393	308	384	276	577	653	173	327	127	0	406	615	712	347	0	90	217	399	216	395	479	357	2559	2648	181	419	352	814	222	102	0	0	0	0	0	337	292	351	606	0	0	0
NUDT4B	335.288462	0	0	0	0	487	0	219	0	0	407	0	122	267	286	215	439	249	249	450	0	397	379	541	642	643	0	0	593	888	568	914	546	347	1093	1377	160	228	0	148	0	0	0	0	0	0	0	1047	689	1118	1727	0	0	0
RNASE9	334.230769	0	0	0	0	581	0	314	0	0	0	0	0	0	0	0	670	0	743	0	0	0	680	0	1281	1676	376	386	299	427	297	445	0	0	1742	1594	140	348	941	562	0	0	0	0	0	0	0	1032	438	814	1594	0	0	0
RBM47	332.903846	0	0	0	0	883	0	732	249	0	519	0	252	187	0	0	395	282	942	289	0	0	1175	256	477	493	443	443	224	257	237	254	505	305	1655	1417	169	111	1325	472	129	0	0	0	124	0	0	255	300	450	700	405	0	0
SASH1	332.730769	147	158	0	0	572	0	566	157	0	435	0	0	119	0	0	340	0	1210	319	0	0	1038	240	503	587	381	422	310	317	315	313	430	186	1770	1408	0	171	980	798	177	0	0	0	0	0	0	423	509	842	782	377	0	0
LIN37	332.615385	189	420	0	301	306	0	283	123	0	223	0	118	0	0	0	1000	168	2091	614	413	0	0	389	1254	741	131	242	0	0	0	0	168	227	2730	2388	0	73	193	477	377	0	0	0	556	0	759	0	179	0	0	163	0	0
DST	331.750000	0	0	0	0	563	0	726	326	0	366	0	271	204	0	0	1432	436	545	435	90	0	286	206	630	1156	121	136	180	233	196	245	359	288	1750	1506	0	150	307	1588	0	0	0	0	0	0	0	437	650	645	788	0	0	0
SACS	330.769231	0	0	0	0	467	0	574	227	0	507	0	183	266	0	0	679	291	452	174	216	183	1083	531	678	688	216	279	471	508	482	505	566	316	1286	1438	0	250	748	752	0	0	0	0	0	0	0	507	497	443	737	0	0	0
OS9	325.326923	236	226	0	137	225	0	517	279	0	233	0	176	0	0	0	558	182	2042	423	361	0	335	337	1145	396	137	231	0	127	0	135	193	183	2529	2018	0	199	808	356	252	103	0	0	262	0	172	197	243	275	382	307	0	0
NEBL	324.980769	873	158	791	0	433	0	626	273	0	298	0	124	134	308	410	320	112	438	221	0	0	393	175	548	1106	295	147	414	345	419	344	204	383	751	876	84	147	1623	306	130	0	0	0	0	0	0	467	223	742	1105	153	0	0
CDH10	324.250000	0	0	0	0	219	0	752	271	0	365	0	151	136	0	0	390	294	1379	226	163	0	767	313	445	292	288	405	297	243	307	280	287	222	2374	2061	172	183	646	797	107	0	0	0	0	0	0	314	440	534	627	114	0	0
ANKDD1B	324.038462	463	167	646	0	1086	248	639	201	0	107	0	92	145	0	0	213	171	1661	427	0	0	929	130	529	127	804	1030	0	0	0	0	112	153	758	708	0	0	1984	1463	0	0	0	0	0	0	0	215	0	310	338	761	233	0
GDF3	321.769231	0	0	0	0	389	0	383	0	0	310	0	194	123	0	0	272	0	1123	429	172	194	385	390	1006	381	468	549	187	274	189	282	253	227	2330	2422	174	270	1028	196	462	0	0	0	0	0	0	204	266	389	650	161	0	0
INSYN2B	319.903846	0	0	0	0	369	0	629	227	0	227	0	146	227	235	320	442	155	485	221	0	0	1028	226	997	949	0	0	250	357	265	354	330	302	1684	1974	119	135	1302	775	169	151	0	0	0	0	0	256	233	432	484	180	0	0
PWWP3A	318.788462	0	0	0	0	1214	0	269	0	0	208	0	120	114	304	308	373	0	1594	748	0	0	1446	164	719	789	164	150	219	0	234	0	0	116	864	1131	153	139	2018	478	117	0	0	0	0	0	0	573	368	708	527	248	0	0
SPIC	317.211538	0	0	0	0	1376	354	0	0	0	223	0	0	0	0	0	253	0	968	293	0	0	539	281	907	450	2310	2475	129	304	129	302	0	0	935	852	0	306	2492	0	117	0	0	0	148	0	109	0	0	0	243	0	0	0
ERMN	316.000000	0	0	0	0	127	0	736	185	0	365	0	160	223	108	0	306	113	0	136	0	0	870	540	831	680	0	0	568	1002	578	999	794	394	1139	1133	185	238	116	200	0	0	0	0	0	0	0	874	609	1288	935	0	0	0
ANKRD60	315.576923	0	0	0	0	321	0	726	172	0	293	0	164	0	0	0	382	378	402	401	376	0	532	866	835	157	0	0	171	229	179	235	154	269	2855	2673	130	0	570	669	160	0	0	0	0	0	0	437	279	460	785	150	0	0
MYLK3	315.076923	612	202	388	149	0	0	1009	316	0	484	0	332	182	0	0	174	493	1418	295	568	0	439	702	1099	818	166	131	168	269	184	274	497	360	877	611	0	0	533	1056	0	0	0	0	0	0	0	327	344	322	585	0	0	0
TNC	311.788462	0	0	0	0	262	0	764	231	144	400	0	154	162	0	0	421	282	207	93	0	290	1437	280	82	542	0	0	800	724	817	759	620	269	235	138	113	148	0	646	0	0	0	0	0	0	0	1114	1206	1849	1024	0	0	0
DNMBP	310.134615	147	0	0	0	251	0	368	0	0	503	0	198	304	0	0	464	222	1731	223	301	0	719	465	670	389	402	480	250	249	266	245	413	230	1646	1704	156	182	223	454	233	0	0	0	0	0	0	284	647	443	463	202	0	0
EMX2	309.076923	493	146	888	132	606	0	747	211	0	300	0	102	164	0	0	160	258	900	120	0	0	1066	599	210	0	0	0	193	356	195	355	313	152	760	802	0	0	1455	1459	0	0	0	0	0	0	0	434	532	382	655	927	0	0
CAAP1	306.980769	0	0	0	0	1803	491	126	0	0	0	0	0	0	0	0	0	0	1831	499	0	0	1338	0	430	0	1282	1445	0	0	0	0	0	0	346	364	0	0	2767	249	0	0	0	0	0	0	0	109	0	194	175	2028	486	0
MRGPRX3	305.596154	0	0	0	0	1270	327	342	0	0	0	0	0	0	0	0	0	0	3237	400	0	0	596	0	0	0	1609	1834	0	0	0	0	0	0	198	290	0	0	3407	860	0	0	0	0	0	0	0	0	0	0	0	1252	269	0
LYPD1	305.538462	0	0	0	0	882	173	735	203	0	185	0	0	0	255	321	186	0	714	409	0	0	735	0	853	1275	608	790	123	129	130	126	107	135	1301	1466	0	155	1950	789	0	0	0	0	0	0	0	119	0	269	173	592	0	0
CNR2	304.884615	0	0	0	0	1179	217	276	179	0	0	0	0	0	133	0	238	0	2725	405	0	0	248	129	510	309	1809	2160	0	0	0	0	0	0	411	367	0	0	3264	1064	0	0	0	0	0	0	0	0	0	0	0	231	0	0
RGSL1	304.750000	0	0	0	0	1067	0	1532	536	0	485	0	164	246	0	0	232	176	0	350	0	0	1297	546	409	256	0	0	266	432	262	433	609	205	441	563	191	315	173	1125	0	0	0	0	0	0	0	690	395	1048	1403	0	0	0
TBC1D9	303.980769	237	293	140	106	535	0	395	232	0	279	0	235	124	0	0	288	197	2304	186	0	0	398	196	561	244	485	589	213	298	231	299	293	335	1626	1745	91	293	805	428	146	0	0	0	0	0	0	159	158	253	241	169	0	0
HLTF	302.865385	0	0	0	0	389	0	485	0	0	326	0	203	212	0	0	321	381	1119	152	212	0	1384	193	409	224	270	272	249	509	250	518	537	222	1534	1303	107	171	192	502	0	0	0	0	126	0	0	509	389	1116	963	0	0	0
PALM2AKAP2	302.557692	0	0	0	0	621	0	430	0	0	0	0	0	0	0	0	323	0	1973	563	0	0	1431	0	559	0	796	902	285	236	283	0	0	0	1110	1089	0	0	1801	118	0	0	0	0	0	0	0	594	574	544	1025	476	0	0
PBDC1	302.403846	0	0	0	0	896	0	861	172	0	465	0	150	222	0	208	358	197	500	135	0	0	912	530	336	392	0	0	134	395	142	422	486	160	1283	1653	0	310	550	1308	145	0	0	0	0	0	0	489	440	554	920	0	0	0
RAC1	301.500000	0	0	134	0	420	86	483	183	0	492	0	136	222	0	0	508	279	1341	317	732	0	0	392	442	328	0	0	0	193	0	176	582	261	2235	2064	0	162	1317	1008	0	0	0	0	0	0	0	99	194	205	384	303	0	0
ROMO1	299.076923	153	274	0	199	0	0	200	0	0	298	0	0	0	0	0	946	424	2573	559	462	0	0	419	722	419	172	165	0	0	0	0	322	154	2318	2344	0	0	167	755	221	110	0	0	176	0	249	70	132	148	222	179	0	0
NFS1	299.076923	153	274	0	199	0	0	200	0	0	298	0	0	0	0	0	946	424	2573	559	462	0	0	419	722	419	172	165	0	0	0	0	322	154	2318	2344	0	0	167	755	221	110	0	0	176	0	249	70	132	148	222	179	0	0
KLF17	296.884615	0	0	0	0	1288	209	392	0	0	612	0	148	181	106	136	164	167	124	148	0	0	1129	339	192	0	406	476	268	340	286	344	464	146	909	1098	295	436	1670	263	0	0	0	0	0	0	0	527	546	807	822	0	0	0
CNBP	295.538462	0	0	0	0	647	0	0	0	0	0	0	0	0	0	0	578	0	1964	873	0	0	403	0	1643	741	631	751	164	0	154	0	0	0	1913	1724	0	175	2319	0	0	0	0	0	0	0	0	0	0	0	340	348	0	0
BFSP1	295.519231	0	158	0	0	248	0	434	0	0	376	0	0	138	0	0	502	256	558	147	0	0	862	199	0	642	0	0	397	444	429	450	638	233	738	623	114	194	100	530	0	0	0	0	0	0	0	991	1116	2355	1495	0	0	0
PHF3	292.326923	0	0	0	0	926	0	337	0	0	289	0	199	0	721	751	186	120	552	139	0	173	207	0	0	0	0	0	381	564	371	578	324	241	314	343	116	171	554	599	0	0	0	0	0	0	0	1294	1312	2306	1133	0	0	0
PCDHGC4	291.057692	0	0	0	0	1460	266	872	212	0	208	0	0	0	90	188	304	0	147	194	0	0	1489	175	657	1003	425	539	284	302	283	315	0	156	539	590	129	169	1432	658	0	0	0	0	0	0	0	409	249	331	670	390	0	0
NEUROD4	290.480769	0	0	0	0	210	0	636	229	0	275	0	132	0	0	0	676	722	1881	186	352	0	193	488	538	357	0	190	184	184	181	194	390	342	1534	1624	90	0	521	856	0	0	0	0	149	0	156	267	291	358	547	172	0	0
ZNF584	288.288462	177	175	0	0	0	0	0	0	0	321	0	0	0	0	0	951	220	2139	621	299	0	0	283	1176	622	0	0	0	0	0	0	101	242	2981	2970	0	0	0	97	334	139	0	0	268	0	141	0	203	112	213	206	0	0
CCN2	288.038462	119	0	0	0	331	0	440	248	0	220	0	0	0	0	0	560	266	1528	250	313	0	627	483	610	503	283	195	189	296	205	301	398	156	1858	2014	0	0	448	683	186	0	0	0	0	0	0	267	280	364	357	0	0	0
TRIM38	286.769231	0	0	0	0	0	0	0	0	0	330	0	0	132	199	0	983	477	368	797	813	0	0	827	493	142	194	143	0	0	0	0	0	420	2584	2819	0	93	697	337	277	144	0	0	0	0	0	148	262	486	747	0	0	0
GALNT8	282.134615	0	0	0	0	1377	0	116	0	0	85	0	0	0	0	0	154	0	2001	89	0	0	323	0	725	332	1244	1394	0	124	0	112	203	0	1046	1038	0	148	2408	310	0	0	0	0	0	0	0	153	124	201	325	639	0	0
MGRN1	281.173077	0	72	0	0	866	0	1055	216	0	438	0	170	157	0	0	173	197	841	0	0	0	1303	239	224	204	75	0	235	495	236	490	452	247	605	581	0	163	1022	1124	0	0	0	0	0	0	0	902	538	485	699	117	0	0
BEND3	280.153846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	1946	0	0	0	0	0	1758	0	1164	0	0	0	0	0	0	0	2315	2221	0	0	0	0	0	0	0	0	0	0	0	853	781	1109	1384	916	0	0
GJC1	278.096154	938	100	1422	0	0	0	101	0	0	339	0	267	243	198	218	195	0	146	175	0	0	0	528	1320	914	0	0	156	183	154	198	274	235	2403	2140	0	204	0	285	406	103	0	0	0	0	0	179	112	0	325	0	0	0
SUCLA2	277.442308	0	73	0	0	268	0	249	0	0	181	0	0	0	0	0	0	0	1508	174	187	0	211	140	1538	755	823	945	0	0	0	0	0	159	2249	2139	0	0	1322	936	0	0	0	0	0	0	0	0	0	0	127	443	0	0
MICB	276.192308	0	0	0	0	572	0	773	294	0	361	0	208	0	0	0	513	291	654	375	0	0	587	93	165	395	366	357	180	288	190	258	330	178	914	962	0	0	886	1052	0	0	0	0	0	0	0	555	805	757	1003	0	0	0
KLF5	275.538462	0	80	0	0	1535	122	421	169	0	0	0	0	0	135	171	300	0	2256	275	0	0	291	0	381	499	1680	1923	0	0	0	0	0	0	467	479	0	0	2652	0	0	0	0	0	0	0	0	0	0	188	304	0	0	0
DUSP12	273.480769	0	135	0	0	981	0	151	0	0	192	0	63	0	270	327	690	98	1557	431	0	0	1125	0	391	730	828	984	357	105	347	103	156	282	373	494	103	91	1550	147	110	0	0	0	0	0	0	136	268	301	345	0	0	0
USP53	272.903846	0	152	0	0	160	0	178	0	0	472	0	173	222	290	393	365	193	1005	184	0	89	614	494	948	576	0	0	164	150	171	168	273	319	1521	1492	312	461	764	317	390	0	0	0	0	0	0	239	78	337	527	0	0	0
IFIT3	272.192308	0	0	0	0	581	0	521	121	0	179	0	126	201	0	0	103	0	1047	137	0	0	624	568	935	959	412	367	271	113	275	140	324	220	1098	1276	0	128	1922	0	152	0	0	0	0	0	0	301	198	199	656	0	0	0
ZNF106	272.115385	0	177	0	0	295	0	1070	344	0	382	0	192	147	0	0	168	245	683	113	164	0	767	310	452	253	122	143	237	182	241	199	326	281	1542	1302	0	166	1054	397	0	0	0	0	0	0	0	398	493	510	795	0	0	0
PDPN	271.230769	0	0	0	0	676	0	234	0	0	484	0	202	190	0	0	736	107	201	427	0	155	403	167	594	403	132	95	568	465	570	463	377	284	1683	1651	108	250	120	166	0	0	0	0	0	0	0	440	664	361	728	0	0	0
WDTC1	269.192308	0	0	0	0	273	0	488	0	0	707	0	286	409	0	0	150	210	342	228	0	0	1513	598	162	217	0	0	230	543	248	566	604	222	761	590	0	150	191	1074	0	0	0	0	0	0	0	773	567	895	1001	0	0	0
RGS5	266.711538	0	0	0	0	177	0	1718	843	0	329	0	200	157	230	249	192	251	202	161	121	0	361	488	700	715	0	0	506	327	544	334	428	279	746	600	0	136	693	421	186	0	0	0	0	0	0	317	223	247	788	0	0	0
IAH1	266.500000	0	0	0	0	725	0	588	0	0	157	0	0	0	0	0	457	455	343	201	249	0	401	1527	1340	905	109	128	0	0	0	0	0	0	1697	1579	0	0	907	834	0	0	0	0	0	0	0	449	150	308	349	0	0	0
QPRT	266.230769	0	0	0	0	256	0	475	0	0	293	0	149	239	0	0	496	205	496	171	157	0	603	338	521	364	0	193	416	335	423	351	436	309	1375	1233	198	383	387	555	162	98	0	0	0	0	0	384	471	500	605	267	0	0
FOXP1	263.192308	223	135	119	0	963	353	235	0	0	94	0	0	0	100	165	0	0	268	135	0	0	341	0	661	563	774	999	120	127	133	125	110	0	2486	207	154	238	1792	135	0	0	0	0	0	0	0	146	0	0	275	1103	407	0
ADA2	262.000000	0	0	0	0	473	0	536	245	0	282	0	172	93	0	0	413	377	548	164	136	0	522	204	310	143	243	228	294	239	291	255	244	197	1236	1110	0	103	586	680	0	0	0	0	0	0	0	725	713	850	1012	0	0	0
FAM153B	261.615385	0	0	0	0	340	0	1081	296	0	372	0	208	97	0	0	188	0	196	199	0	132	1793	275	1015	881	0	0	95	238	110	223	426	212	1406	1793	137	353	423	0	160	0	0	0	0	0	0	129	0	233	593	0	0	0
AP3B1	260.250000	137	221	0	143	0	0	286	144	0	445	0	161	194	0	0	259	372	794	0	97	0	547	305	410	283	152	149	0	175	0	174	314	206	1707	1514	192	335	884	1009	159	0	0	0	0	0	0	399	284	531	551	0	0	0
DPPA2	260.153846	0	0	0	0	363	0	528	195	0	125	0	0	0	0	0	215	84	2304	181	0	0	474	0	483	188	961	1005	0	0	0	0	0	0	1353	1156	0	0	1881	901	98	0	0	0	0	0	0	0	0	155	357	521	0	0
FGF8	259.750000	0	0	0	0	359	0	1023	256	0	282	0	166	0	0	0	456	191	908	620	0	0	912	121	546	909	0	80	199	0	194	103	171	0	1216	1427	0	0	728	1065	0	0	0	0	0	0	0	340	323	394	518	0	0	0
ZCCHC8	259.596154	138	497	0	129	178	0	540	289	0	152	0	0	0	0	0	535	174	1739	296	195	0	213	258	572	317	158	100	151	0	158	0	196	146	1635	1541	0	0	425	790	153	0	0	0	143	0	0	304	339	524	514	0	0	0
PHACTR2	259.500000	293	157	203	0	0	0	1329	472	0	0	0	0	0	0	0	0	0	189	0	0	0	1198	0	531	430	0	0	0	376	0	377	0	0	829	810	0	0	1124	219	0	0	0	0	0	0	0	945	667	1243	1951	151	0	0
ZNF831	257.115385	0	0	0	0	0	0	510	146	0	564	0	0	483	0	0	0	174	0	197	0	0	1073	934	180	0	0	0	186	494	183	503	464	0	1519	1625	0	0	0	1627	0	0	0	0	0	0	0	408	330	733	1037	0	0	0
SMG5	256.942308	213	461	0	380	175	0	1039	268	0	284	0	127	0	0	0	282	355	1277	0	364	0	0	338	490	166	0	0	0	0	0	0	250	124	1214	1003	0	0	466	521	188	0	0	0	0	0	0	625	430	833	1294	194	0	0
WFDC8	256.096154	0	0	0	0	1370	233	650	149	0	349	0	0	0	0	0	275	0	304	312	158	0	1350	424	877	275	0	0	0	166	0	182	196	0	275	216	175	336	2634	1050	0	0	0	0	0	0	0	271	153	459	478	0	0	0
TUT1	255.807692	128	347	0	0	0	0	320	177	0	290	0	131	0	0	0	310	187	1427	184	220	0	212	308	707	243	132	157	234	209	256	205	247	244	1691	1449	109	83	399	779	208	124	0	0	143	0	0	296	199	255	361	331	0	0
SLC2A8	255.615385	146	0	0	0	303	107	462	290	0	297	0	142	0	0	0	0	559	1210	147	0	0	201	147	675	482	242	279	0	98	0	105	242	179	1485	1168	197	229	886	673	117	0	0	0	192	0	196	198	185	250	397	806	0	0
TOMM40L	252.288462	386	583	210	313	434	0	693	414	0	232	0	148	0	0	0	107	181	657	134	133	0	432	355	415	374	127	104	123	132	128	135	143	140	1342	1353	148	144	1034	301	0	0	0	0	0	0	0	146	268	288	542	320	0	0
SLC35G4	252.288462	0	0	0	0	1242	228	264	0	0	0	0	0	0	0	0	0	0	3104	220	0	0	318	0	0	0	1372	1685	0	0	0	0	0	0	241	249	0	0	3020	584	0	0	0	0	0	0	0	0	0	0	0	592	0	0
CS	252.250000	129	221	0	0	170	0	619	202	0	195	0	0	0	0	0	194	259	1912	146	125	0	284	121	684	257	228	352	100	0	123	0	147	180	1801	1568	0	0	710	830	0	0	0	0	210	0	144	111	201	155	492	247	0	0
F11	251.134615	0	0	0	0	520	0	386	138	0	0	0	0	0	0	0	195	0	1345	0	0	0	125	136	808	194	844	1065	0	0	0	0	0	131	2075	2186	0	0	1542	0	433	0	0	0	0	0	0	0	135	0	262	539	0	0
ERICH3	250.403846	0	0	0	0	520	0	745	224	0	465	0	0	189	0	0	351	347	136	143	0	0	959	504	693	506	0	0	177	213	180	222	372	221	1127	908	0	0	1030	979	253	0	0	0	0	0	0	488	0	199	870	0	0	0
SPAG9	250.230769	0	174	0	0	478	0	384	0	0	383	0	181	196	76	0	154	93	780	181	106	0	564	254	493	866	0	0	316	487	330	488	487	258	598	565	104	174	349	225	0	0	0	0	0	0	0	801	495	702	1270	0	0	0
UFD1	248.826923	218	106	0	0	0	0	205	0	0	193	0	161	0	0	0	452	310	1892	244	128	128	134	341	689	389	279	158	143	0	146	0	218	165	2257	2348	0	0	254	263	196	0	0	0	110	0	0	0	194	164	217	237	0	0
CDC45	248.826923	218	106	0	0	0	0	205	0	0	193	0	161	0	0	0	452	310	1892	244	128	128	134	341	689	389	279	158	143	0	146	0	218	165	2257	2348	0	0	254	263	196	0	0	0	110	0	0	0	194	164	217	237	0	0
CHCHD5	246.884615	0	233	0	223	421	0	863	408	0	221	0	82	0	0	0	314	192	1693	248	170	0	0	192	343	205	142	83	290	206	285	217	289	171	1377	1000	0	0	476	858	132	0	0	0	0	0	0	260	297	186	610	151	0	0
FASTKD1	246.711538	0	141	0	148	840	177	162	0	0	0	0	102	0	0	0	301	0	2236	257	154	0	323	96	530	230	1182	1080	0	0	0	0	0	0	1110	1046	0	0	2582	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0
SZRD1	246.480769	342	427	0	362	257	0	1061	445	0	173	0	0	0	0	0	233	0	1343	163	95	0	283	219	586	241	0	0	0	0	0	0	118	101	1037	1048	0	0	1726	417	129	0	0	0	0	0	0	306	182	373	702	448	0	0
UGT1A6	245.692308	0	0	0	0	1673	699	645	213	0	0	0	0	0	0	0	0	0	1198	92	0	0	436	0	192	0	1995	2330	0	0	0	0	0	0	0	0	0	0	2931	0	0	0	0	0	0	0	0	0	0	0	0	372	0	0
SLC35G3	245.019231	0	0	0	0	1090	0	205	0	0	0	0	0	0	0	0	0	0	3641	237	0	0	363	0	0	0	1454	1565	0	0	0	0	0	0	0	0	0	0	3053	428	0	0	0	0	0	0	0	0	0	0	0	705	0	0
AUH	244.192308	0	0	0	0	412	0	549	0	0	252	0	0	0	0	0	288	0	1616	194	0	0	831	140	510	425	403	479	253	222	261	228	285	158	1193	1164	0	0	922	338	0	0	0	0	0	0	0	231	305	238	633	168	0	0
STOX2	243.230769	0	0	0	0	0	0	133	0	0	269	0	0	0	0	0	693	179	1979	408	261	0	343	471	511	423	89	177	136	0	144	0	288	225	2204	2003	76	104	251	204	172	0	0	0	0	0	0	172	192	226	315	0	0	0
GTPBP1	243.153846	109	292	0	104	474	0	797	373	0	457	0	128	118	0	0	0	312	746	0	0	0	695	274	331	172	0	0	217	263	228	289	333	130	658	457	0	213	1445	93	0	0	0	0	0	0	0	483	475	788	802	388	0	0
KMT2B	242.115385	113	175	0	0	208	0	361	263	0	288	0	123	186	0	0	336	166	1477	137	160	0	596	375	427	226	236	239	166	217	162	225	194	98	1597	1315	93	125	748	298	67	0	0	0	0	0	0	141	236	300	396	120	0	0
IGDCC3	241.942308	0	0	0	0	303	0	826	167	0	427	0	0	0	0	0	334	442	132	0	204	0	308	0	417	398	0	0	0	0	0	0	250	157	1817	1558	104	170	321	1120	0	0	0	0	0	0	0	555	771	829	971	0	0	0
RUNX1T1	241.538462	0	0	0	0	697	0	90	0	0	142	0	0	0	0	0	221	0	1267	301	0	0	129	180	0	0	719	1060	0	0	0	0	0	154	2162	2321	0	119	1865	239	182	141	0	0	0	0	0	0	94	172	305	0	0	0
GOLGB1	241.384615	0	135	0	0	249	0	460	138	0	159	0	0	0	0	0	225	175	1950	176	107	0	273	251	584	299	0	117	193	0	190	111	180	126	1707	1591	0	0	565	779	153	139	0	0	122	0	95	191	292	275	345	200	0	0
RPL21	240.057692	189	247	0	202	0	0	352	187	0	204	0	0	0	0	0	626	205	1796	252	266	151	0	338	436	465	146	121	0	0	0	0	160	0	2393	2286	0	0	0	477	119	0	0	0	172	0	208	0	305	0	180	0	0	0
ETV4	239.903846	0	170	0	0	204	0	371	0	0	319	0	114	96	0	0	193	180	968	0	139	0	302	215	503	396	133	226	327	235	332	246	397	298	1424	1672	192	278	133	618	117	0	0	0	0	0	0	225	423	338	496	195	0	0
PHACTR1	239.269231	0	0	0	0	0	0	464	100	0	212	0	183	0	0	0	381	0	2434	491	0	0	413	147	285	149	510	571	0	162	0	176	150	215	709	725	0	275	1395	629	0	0	0	0	0	0	0	0	208	0	138	1149	171	0
CPVL	237.673077	0	0	0	0	274	0	486	179	0	434	0	0	307	123	165	295	286	876	103	0	0	294	466	227	230	0	0	0	0	0	0	146	131	1013	937	157	149	212	1508	98	0	0	0	0	0	0	499	544	647	747	704	122	0
RGMB	236.403846	0	0	0	0	130	0	200	0	0	288	0	0	128	117	155	355	0	996	184	0	0	427	0	612	992	0	0	256	539	249	562	276	288	963	979	0	0	219	252	0	0	0	0	0	0	0	707	369	674	1376	0	0	0
GJA1	236.288462	0	108	0	0	1069	0	0	0	0	162	0	0	0	0	0	501	0	0	326	0	0	768	328	819	285	203	214	301	175	303	171	278	0	1010	1136	197	206	1250	0	169	0	0	0	0	0	0	411	184	389	946	378	0	0
MTRNR2L2	234.673077	0	0	0	0	0	0	275	0	199	223	0	0	158	243	263	0	886	0	0	0	0	734	625	0	310	250	115	936	451	834	354	148	139	0	0	0	0	0	294	1069	1104	382	399	429	523	418	442	0	0	0	0	0	0
IGDCC4	234.346154	0	0	0	0	297	0	750	176	0	168	0	0	0	0	0	636	362	365	173	291	0	296	426	299	162	484	434	0	209	0	199	205	0	1098	1090	0	0	1059	1160	0	0	0	0	0	0	0	306	312	387	842	0	0	0
DCLRE1C	234.250000	0	0	0	0	604	0	327	172	0	227	0	143	189	0	0	447	0	392	222	0	77	1677	170	249	325	0	0	180	192	190	185	184	135	933	897	0	0	1399	305	0	0	0	0	0	0	0	391	539	627	803	0	0	0
ZCCHC12	233.653846	0	117	0	0	987	0	1197	468	0	250	0	0	0	0	0	0	107	0	0	0	0	854	0	0	188	127	0	123	0	120	0	140	0	395	420	0	0	1630	1789	0	0	0	0	0	0	0	652	889	762	935	0	0	0
